score,text
negative,the dark knight is one of the worst films i have ever seen ive disliked most of christopher nolans prior work but was willing to be converted and the rave reviews psyched me up drained of humor even black plot less structurally inept poorly shot one third of the movie coming across as a pierce brosnan bond movie bale even goes into bond autopilot without noticing nolan hasnt a clue how to make pictures or what makes humans tick and i wish the undeserved hype around him as a director ended now ledger is dreadful but the poor chaps role is so wretchedly written that his character never stands a chance not to mention nolans amateurish decision to make ledger copy vincent prices thriller voice undermining any authority the character is supposed to have by attempting to ground the batman mythology in contemporary reality it just comes across as plain silly nolan makes films for technology age emotionless drudges hiding their lack of self esteem and identity crises behind a mask of hipness and faux aggression by going to see the dark knight nolan is dictating to them that they are cool and superior that the film is a horrible poorly made highly manipulative piece of work is irrelevant 
negative,first and for most the movie was far too long there was no reason for it to be 3 hours and 21 mins much of the film could have been edited and it would have still had the same effectas for all the people who felt the length was good or wish it had been longer buy the dvd and watch the deleted scenses second to much of the film was way to unrealistic even in a place like middle earth im not going to go into any detail on this because some people may not have seen the film but take note also many of the things which could have made this an exciting film were cut short such as the dealings with the witch king besides some great special effects and nice cinematography the film was a huge disappointment in conclusion i am left with a few question how did so many people trick themselves into liking this moive and how did it get to number 3 on the users choice poll 
negative,omg heath got depressed because of playing this silly lunatic joker is emanation of evil the dark knight is no4 on imdb list please this is typical and so average action flick with really stellar cast most of my favorite actors are here caine bale oldman and some other i usually enjoy watching freeman eckhart gyllenhaal but it was all in vain because at first place i like movies with message or those thatll make you think fe figt club dogville american beauty and if theres no message or possibility of insight i like to be entertained fe noises off corpse bride the curse of the black pearl even st trinians and mamma mia although shallow and naive they make you smile sing dance but this one 1 message ‰ÛÒ none this movie wont make you think about your life wont change your point of view wont make you a better person wont even make you think at all 2 fun ‰ÛÒ a lot if you like violence blowing things up fire killing otherwise none too long boring shallow no dialogs no humor nothing thank god ive waited for dvd so i could use fast forward ill give it 5 10 in my notebook but just 1 here because its waaaay overrated 
negative,now i know rating a film awful is a bit much but calling this film a master piece and smashing the 10 out of 10 down is also a bit extreme the critics may like this film but seeing as ive read the source material i can see theres much more interesting and subtle ways to handle the films message the message of the film is in your face and i guarantee its contradictory to itself if you pay attention to the film the joker is an interesting character ill give heath that but he seems a bit all too knowing almost always reading peoples actions before they do it themselves that is a bit problematic when nolan is labeling his film to be realistic anyway the jokers plans are too well thought out and constructed to be considered chaotic or anarchic theres always a strict sense of structure in his chaos this along with the actions of other characters make the film seem like its preaching a message because everyone shows up and does a special part and then disappears including the man himself batman so its not a real life situation cause and effect the social experiment so to put it is done in an unbelievable way and when you see it youll know what im talking about if nolan is trying to comment on society he should at least do it right the performances are good especially ledger and oldman however bale needs to be directed a little different when performing his batman voice the rest of the movie lacks style and becomes boring a blue filter doesnt make up for good old fashioned symbolic imagery also there are several things changed from the comics that inspired this film and i can say the change is for the worse each time without the performances this film would just be a heat copycat 
negative,because of the advance publicity a few posters and an all star lineup of actors we planned to see pulp fiction as soon as it came out i took my sister to see this movie on opening day in college station tx the theater charged premium rates for the show the two tickets cost me $70 what a mistake it was so boring that we walked out after approximately 30 minutes and went for drinks instead the only redeeming point to the evening was that i only wasted 30 minutes and $70 i can at least cling to not having wasted several hours this movie ignore the comments made by people who want to pretend they didnt get taken save your cash and see something entertaining 
negative,i saw this movie when it was just past its prime at a dollar theater and boy was i ripped off this is absolutely the worst movie i have ever seen it along with fargo and natural born killers are my top 3 worst films i have no problem with films that are quirky but this film made absolutely no sense to me sometimes i will give a film a second chance and watch it again thinking maybe it was just my mood on that particular day but i would never waste my time on this movie again
negative,well the lord of the rings trilogy seems to be a cheap action movie which hasnt much common with the great book from tolkin the return of the king has some nice battle scenes but its just another action movie with mostly good special effects many good parts of the original book where totally twisted mixed or deleted with not much sense and some very stupid parts are just invented from peter jackson to show more of this not so impressive orlando blum its good that tolkin cant see this movie i just hope it makes him not spinning in his grave my hint to peter jackson stay at your roots and make more splatter movies like braindead 
negative,people do not understand cinema i see the movie the fighter with top stars and sure it gets oscars or the godfather oh ya great movie i just watched a movie called rockaway 2007 a movie where the main actor is just a normal man and yes he acts normal and looks normal but the power that can come from a normal man explodes in this movie rockaway the people who rate the fighter or the godfather with high ratings or liked it any are people with a low iq they probably like these types of movies because cuz they like crime like the godfather the godfather is trash this little dude in rockaway 2007 this movie mostly uses intelligence to take down the mob and its godfather i cannot stand the movie the godfather because america is praising crime and gangsters this movie shows how one mans determination to stop a gang of thugs is expelled mostly with intelligence training determination and more i cannot stand the oscar and academy award panel they do not know how to judge films i will sing to everything good when the day comes and people stop admiring trash like the fighter and the godfather i get a kick out of the movie rockaway because the character can be a good role model he is not a criminal drug addict and he isnt stupid when we watch the fighter or the godfather you see top american actors committing crime drugs and utter stupidity but in rockaway a regular american or hispanic not sure man comes back to town to take down the entire russian mob he even takes down the godfather of the mob while he is blind after his eyes were taken out i am thankful that i am not stupid enough to be excited when the bad guys mobsters win i am the type of guy that likes to go to work without the mafia trying to get in my way mobs and gangsters and their movies just dont excite me but seeing this high rating helps me to understand why there is so much crime in america and why most people are too scared to go outside haha
negative,i dont why people had ranked this movie so high but there is nothing in this movie which is good expect john and jackman samuels actingthis is slowest movie i have ever seen the parts like start with boss wife is not needed when i have seen rating of this movie i was really exited to see it i bought the movie cd when i stated watching movie is good at start it attracts mine interest but after the two stories the third seems much boring and after that the others are also boring and does not make any sense i thought that there will be any suspense in the last part but what i thought was crap so movie is much much below mine expectations
negative,well if you think this movie was better than se7en fight club matrixpsycho etc then you must have cinemathis movie is a good action movie but has literally nothint in it worth paying attention the clown is none spookier than a spider your little sister thats right pssy already squashed and most of the characters dont know what they talk about joker wants to create havoc using paranoiac scyzophrenics which would be the equivalent of trying to chop a sequoia with a rotten salmon since paranoiac schyzophrencs dont know the difference between reality guns banks etc two face is just useless and the movie has no message whatsoever even the joker doesnt know the difference between chaos and anarchy i could go on and on about the stupidity manifested in this film but if you dont care about your own why would you not vote an unworthy film to be the 6th best film wont know where it will be when you read it but hope that it descends to at least 500th place like this shame on you but if you hate cinema you just have to follown the work of adam sandler ps go back to playing lego kid 
negative,i read a while back that the godfather was a favorite book of an author i enjoy i hence picked up a copy and was enthralled i had heard how great the movie was so i watched it and i was appalled i grant you the movie follows the book closely but it doesnt understand what makes the book work most of the actors know what to do and al pacino is perfect but marlon brando is clueless vito corleone is not a thinly veiled thug he is a caring man who is forced to do some horrible things but in the end he accomplishes far more good than evil this only makes micheals transformation in the book more horrible because the deaths he commits serve no such higher purpose also scenes of great importance are removed johnny fontane is barely in it santinos girlfriend has a cameo and the doctor is nowhere to be found i know these characters dont directly effect the plot but they give it an emotional foundation to build upon i cared about them more than any of the other characters i know coppola had to cut the book down for time to do a movie but he would have been better off doing a mini series instead 
negative,ok i really dont care what anyone says about this film this movie stinks in all areas there is bad acting bad directing bad plot and absolutely and i mean absolutely no action to speak of and some of the silliest characters i have ever seen i could picture the real mafia laughing their head off at this lame attempt as far as mafia movies go this is definitely the britney spears and backstreet boys of mafia movies its so pop culture its laughable al pacino and company are terribly overwhelmed they are not talented enough to cover mafia movies there are so many better ones ive seen from the 50s and 60s not to mention a modern one like goodfellas the godfather truly stinks to high heaven
negative,this movie totally sucks to infinite and beyondhow the hell is it good its total crap low budget crap actors al pacino sucks marlon brando sucks no violence no gore crap story without a doubt the worst movie i have ever seen the best part is the end of this piece of crap franciss ford coopla should be ashemed of himself for this boringlow budget piece of crap how is it number 1 whats so good about it its pure sit should be number 1 at the worst movie ever made the ultra cruel horses head in the bed scene al pacinos crap acting no guns no violence no nudity christ mario puzo should be ashamed of of himself for this garbage its nowhere near as bad as goodfellas which was crap from beginning to end i hate martin se and stupid francis ford coopla they couldnt even make porn look good stick right away from this rubbish
negative,i fail to see how people are actually taking this movie seriously batman is meant to be an enjoyable superhero comic book blockbuster but that is all the film makers feeble attempt to make things more serious by throwing in the cringing ferry and solar phone tap scene were embarrassingly unnecessary and came off as patronising to the audience furthermore the use of real ny style sky scrapers for gotham city in some far from subtle way of making more 9 11 america comparisons ruined the distorted and macabre atmosphere of gotham city that tim burton had translated so well onto screen the fictional comic book edge was further lost by showing us the jokers violent followers from behind to expose their masks while all this might have made the movie fresher and more realistic why keep the entirely unbelievable and cackling joker character instead heath ledgers excellent performance feels out of place with the rest of the movie and while heath did play the joker very well it is not exactly difficult to play a cartoon fictional and face painted psycho if you want to see a real oscar winning performance of a psychopath watch monster 2006 if he gets the oscar sympathy vote for this i would have no more respect for the academy and its flawed voting process
negative,just like the joker i am also a little curious about the primitive nature of human beings in our society not that im immune myself but it always amazes me to see the exponential effect of hype to watch humans horde into a frenzy of blissful ignorance let me make myself clear heath ledgers performance alone is worth the ticket price to see this movie he is stunning and he destroys jack nicholsons performance and i say this knowing that i had previously thought no one can do joker as good as jack nicholson but joker is only a third of this movie and a shame in hindsight the rest of this film is a just mish mash of tension pace plot and action 1 christopher nolan struggles with action scenes they are confusing chaotic and illogical which culminates into an underwhelming visceral and cerebral experience somewhat boring 2 batman is a lifeless and dull character in batman begins this was ok because he was mostly swinging from the corner of the screen like a predator but given a more open role batman in a cape was distracting his metamorphosis as batman was absorbing to experience in the first film but the conflicts he faces in this sequel pale in comparison batman is too sensitive and too poetic in his choice of resolutions ready to reveal his identity too quickly and ready to become a dark knight based on the pompous premise dent must remain the white light 3 two face is an oddball an oddball of creation of reaction and of evolution his arch is a forced effort by nolan it doesnt make sense for him to kill gordons family dent himself commented that he knew his job was dangerous he knew that there were bad people after him why the sudden transformation when this happened the transformation of two face was based on the premise of his philosophical awakening that to believe in chance is to believe in chaos but i cant believe this would cause such an explosive change in him willing to kill a child it doesnt make sense two face as caricature was not near as engaging or entertaining 4 the pacing of this film is poor there are moments where it is too fast and moments where the film is too slow effectively i think the movie should have ended sooner it dragged out and i was mostly non responsive to the conclusion of two face 5 ultimately for a movie to be amazing one must come out of a cinema and be amazed i didnt like the movie in its entirety and i truly believe that had heath ledger not been involved in dark knight the general consensus would have been a lot different and the flaws a lot more glaringly obvious this was a 25 hour movie in which everything but joker was underwhelming it was a good movie but given the hype its now everyones favorite film of all time as the imdb ratings might soon suggest
negative,wow cant believe how high the rating is for this film on imdb did we all see the same film wow okay just got back from seeing this and i gotta say i was very very disappointed overall the movie had its moments but maaaan oh maaaan was this movie way too long and unnecessarily so so far christian bale has proved to be a satisfying batman but no one has lived up to my vision of what batman should truly be up on the big screen that said lets move on the viewing experience the worse part about this movie for me was the editing it was unforgivably choppy too many scenes ended too abruptly and i guess a whole lot of stuff happened off camera because there were a considerable amount of gaping plot holes the action very intense from the beginning which was great but the movie peetered out toward the end that whole scene with harvey dent holding gordons family hostage was just way too long and too over the top dents transformation into evil happened too quickly which made his descent into bat villain unconvincing it was like he was having a very bad tantrum thats all he needed to be spanked or hugged nope despite what you may read there wasnt anything poetic about it sorry freudians coolest scenes i really liked the confrontation scene at the jail between batman and the joker great great stuff batman was extremely close to losin it and i thought for a second he just may kill him he just might snap and do it but nah batman isnt nearly as amoral as ol clown face another scene i liked was when batman was in hong kong kickin some baddies asses then he grabs the head honcho asian dudecant remember his name sorry launches some balloon thingy in the sky hooks himself and the baddie to an oncoming plane which of course was all arrangedi wonder who was flying the thing lucius which takes off into the night sky that scene was tight executed brilliantly most memorable scenes the joker making that pencil disappear the joker walking away in a nurses uniform as bombs go off behind him classic those images will stay with me for a long long time coolest toy the batpod geeks will cheer performances heath ledger was good yes did he give me chills and simply blow me away sadly no but perhaps i was expecting way too much after all the buzz on his performance as the joker started way back in january does he deserve a posthumous oscar no an oscar nomination should more than suffice for the kudos hes been getting his death is what has swayed or rather manipulated people to say this is the most incredible performance ever seen on screen dont be so gullible its a good performance dont get me wrong but its not history making however heath now makes nicholsons joker look as campy and as ridiculous as cesar romero christian bale had his moments so did aaron eckhart gary oldman is always a pleasure to watch morgan freeman and michael caine will always be veterans of their craft everyone else could have phoned it in the music not memorable and in some scenes shrill and annoying where or where is danny elfman what bugged me the most batmans gravelly and super loud voice it sounded completely ridiculous and over amplified not menacing just ridiculous i thought the script tried too hard to send a message what we got was sophomoric rhetoric which was overly preachy the ending a dud even though the movie was an agonizing 25 hours i still felt something was missing batman being hunted down by gordon and the gcpd was lame the nolan brothers shouldve written a much more satisfying ending i felt cheated there was not enough of a satisfying denouement for the joker he was just left hanging there upside down giggling like a school girl on crack they shouldve given the joker a much more satisfying final scene like that last shot of anthony perkins in psycho staring chillingly into the camera jokers exit should have been just as memorable and just as scary what they gave us was weak pure and simple and that really really sucks since it was indeed heaths final scene his final image up on the big screen doing what he loved the most they couldve given him a better tribute than that what id like to have seen the joker being funny come on people thats what the joker has always been about not campy but funny heaths interpretation of the joker was nothing like in the comics i understand the nolan brothers wanting to be dark and all that but lets get real and stick to story origins okay the joker is a demented psychopath yes but hes also supposed to be wickedly funny you know laughing at his own sick twisted humor we got none of that from heaths portrayal what he played was a character who shouldve been named the sicko or the money burner or chaos man in any case the nolan brothers to me failed to give us the joker we all really wanted to see again i liked heaths performance i did but there was still so much missing overall review i was entertained by this film but was sadly disappointed with the pacing the editing and some of the gaping plot holes and what sucks is that im a huge batman fan huge i soooo wanted this film to be a masterpiece but it wasnt not by a longshot i actually gave this movie a 6 out of 10 stars but most of you made this movies rating on imdb just unforgivably too high 
negative,good cinematography and special effects makes a perfect movie well according to most people i guess so but for people like me unfortunately there arent too many of us individual minded thinkers left it takes a good story to lure us in to me this movie tried noticeably hard to pack everything together and failed of course unless good cinematography and special effects gives you a hard on a way overdone story with an unrealistic genius villain loaded with shattering glass and more shattering glass is what i got out of it one thing after another made me feel like i was watching batman the law & order miniseries oh yeah for one of the best if not the best movie of all time this thing didnt leave me in awe for a second or raise the hair on my arm one bit like so many movies with a believable likable story funny to think how well this film would have done if you could take away lets see the cinematography and special effects 
negative,there is not really any reasonable explanation why there are so many junk movies with ratings over 8 in imdb except the fact that unfortunately we are living in the age of materialism and total commercialism before mentioning anything about the dark knight itself i should point out that the movie business started as an experiment and furthermore it was and i hope it still is art if you are a part of the lucky people that had the chance to watch old movies starting from the early 1900s then you probably have noticed that despite the bad quality the technique and the style of directing cinematography acting and special effects are fascinating they are modern sincere effective touching thats where art starts and flourishes however if you take all the pointed out and replace them with high quality computer effects deafening soundtrack good looking actors banal plot and the appealing to the masses simple conflict of good vs bad well here is where commercialism begins its unstoppable brainwashing system the dark knight fits exactly the formula nothing more to say to those who agree there are still some great new movies coming out it just takes time to find them dont be discouraged by the overwhelming amount of junk films to those who disagree well consider watching casablanca silence of the lambs amadeus star wars p etc to those who dont take a side now is the time to do so to heath ledger you were just great and sorry to know this was the last time to see you [17 june 2009] later here now as i watched the film for a second time so that i would be entirely fair in my judgment i realized that 8 10 is a fair rating but and only but when the dark knight is rated on a different scale such as top movies based on a comics and what is a comics other than a combination of a simple plot good vs evil black and white characters lots of action the end when a movie has nothing more to add no fair character development acting no original twists in the chain of events no unique directing techniques then one cannot give it more than 5 10 and since the imdb has a great image the only way users can help keeping it safe and sound is by taking a little more seriously their voting rights [30 june 2009] 
negative,ill keep this short i rarely go to the theater but with the hype i had to go see this batman and the joker are invincible characters you know they wont die plot hole the police have the joker in an interrogation room with 30 officers on the other side of a 1 way mirror and the joker just killed the mayor the day before what do the police do any logical person in that situation would kill the joker period just shoot him i nearly walked out of the theater when the joker escaped imagine that heres the thing the joker isnt a serial villain here hes a terrorist hes osama bin laden normal rules of police interrogation shouldnt apply here and wheres the military the fbi this story made no sense to me well i tried to keep this short i want my 25 hours of my life back
negative,as a guy who loves the batman character and used to own a chain of comics stores in the late 80s through the 90s i found the new batman film to be abominable the handling of the batman character was the worst i have ever seen and i say that being someone who hates all of the other batman movies with the exception of batman begins it was a classic modern tearing down of an iconoclastic hero that was less realistic than its printed counterpart the batman character would never consider revealing his identity to appease the joker because he understands that you cannot appease pure evil he would instead redouble his efforts to find the joker not eating or sleeping until he did the batman of the comics is a detective who uses classical detecting techniques coupled with a healthy dose of bruised knuckles as he harasses the underworld to find his query in other words he uses no shortcuts he works hard hollywood used the opportunity to make a political statement having batman build a machine that taps into every cell phone in gotham city allowing for the altruistic lucius foxx character to opine about this act of immorality a none to subtle swipe at the bush administration then you have harvey dent two face who as the da of gotham is described by batman as the best of us all killing two dirty cops and to save the fragile collective psyche of gotham city batman takes the blame for the deaths of the cops why it would not make more since to simply reveal to the public that harvey dent went coo coo after the death of the women he loved as a result of another act of murder perpetrated by the joker with the help of the aforementioned dirty cops and the trauma of being disfigured is beyond me save that it fits into the paradigm of liberal thought that the people are to be protected from the grim reality of the world better to tear down the real hero of the saga and have him chased by the police keep in mind that the film establishes that the villains of gotham know from experience that batman will not cross the line and kill the worst of them but we are supposed to believe that the public of gotham will swallow that batman would kill two innocent cops wow batman is a character who is truly good and he has been tarnished by this film in a world where superman in his last film was reduced to a peeping tom hero with a babies mama psychopaths like marvels wolverine and the punisher are hailed as modern heroes a world where so many young people leave the theater declaring how cool heath ledger is as the joker and not how scary the character is i find that world tragic as one of our old comic shop patrons used to say give me the days when a hero had a letter on his chest a magic word a cape and a pet or side kick a hero that fought the bad guys because he was good and they were bad and they needed their a$$e$ kicked let justice be done 
negative,i gotta go against the grain here but after all the hype ive read here i expected no less than cinematic greatness what i got instead is that i got bored right out the theater its the only movie i actually walk out on this year and ive seen some pretty bad ones scenario linear predictable dark long and boring main actorchristian bale give me a break ive seen trees with more emotional depth supporting actors yeah ok heath ledger performance as the joker was inspired to say the least i was impressed a very difficult character to impersonate and he pulled it off the rest of the crew was adequate no more special effect great but were used to seeing great by now and theres too much of it editing inconsistent with bad rhythm music standard hollywood canned fare i found the whole indigestible rooting for the joker to kill them all about 3 4 of the way in so it would end and i could walk out ended walking out anyway without even caring how it ends
negative,there is nothing special about this movie period nothiing special it tries on so many levels to be this big mega movie and in financial terms it was but you know what its still not good no matter how many fans it has no matter how much money it pulls in those are just figures and numbers and theyre quite boring in the long run lets go over a few reasons why it was not good first off the story bites off way more than is necessary we have bruce wayne in this ridiculous attempt to win back a woman hell never have the chance to be with the woman he is in love with prances around like a little school girl and really has no business being in the story to begin with she is just there to make both batman and harvey dent rival each other im so sure that the writers could have come up with a better plan to pit the two against each other than that then theres the jokerthe most ridiculous part of the story ridiculous because of the lengths and the means that the filmmakers took to bring a new kind of villain its not entertaining its not disturbing its just sick this movie was not fun it was not entertaining it was a product for the mindless audiences who were going to buy into it anyway and especially because of the death of heath edger lets talk a little about that this film had success that rode the curtail of ledgers death the studio deliberately used the poor suffering of a human being to push a film into exhibition thats really sad and you know what else its all this film will ever bethe last film of heath ledger and america went to see it because he died before its release sad really sad i didnt like it and i bet others will not like me for that very reason even more sad still
negative,this is the second worst film i have ever paid to see in a cinema the worst was zoolander where to begin the ersatz brooding music the inane plot the heavyweight philosophical dilemma posed by the two ferries episode the overacting the deeply pathetic ending there was much made in the british press about its violent content and the unsuitability of its certificate after seeing it all i can say is i didnt find the violence objectionable but emerged thinking that perhaps a new certificate is needed for the irredeemably crap avoid the tragedy of this and what personally makes me angry is that directors like loach and leigh could probably have made ten films on this budget even someone more expensive and supremely talented in the fantasy genre like gilliam or del torro could have made several what a waste 
negative,i think this movie deserves 7 stars but i give it 1 star because i dont think this movie should be so high in the top 250 imdb list i liked the performance of heath ledger as the joker that is why i think many people gave to the dark knight 10 stars and of course besides the great marketing that this movie had i didnt like the voice that christian bale used when he was dressed like batman he sounded so rare i think heath ledger is going to be nominated for the oscar awards for his performance as the joker in the supporting actor category in short this is a good movie but an overrated movie 
negative,i have enjoyed every outing of batman till i watched the dark knight and batman begins the basic story from a comic book is a comic story as soon as it is put into a semblance of real life it fails the main character is a man who dresses up as a bat this is funny the dark knight trilogy is made by people with no sense of humor who cares about lunatics that wear weird costumes and commit crimes in the real world these pathetic folks would be locked up the original batman tv show and tim burtons outings maintain the humor inherent in the story subtract the humor and you have long dull scenes in between action sequences get rid of the long talky scenes and the dark knight films would be fair action films if you are like me and prefer light and humor these films are not for you even breaking bad had some humor in it i maintain that batman is inherently humorous and thus the dark knight series fails to capture or honor the original
negative,i saw the dark knight last night and although the movie itself isnt too bad its not as good as the batman fanboys would like you to believe the film has still a lot of flaws and the playtime is just too long ive seen people walk out 30 minutes before the movie ended just out of pure boredom if they would have made the film at a faster rate it would have been a lot better then theres batmans voice its absolutely absurt nobody talks like that well maybe ned from jimbo & ned southpark but really it makes the whole movie one big joke the side characters get far to little attention i cant remember any of their names only positive thing about this movie is the joker who makes an interesting bad guy i would have rated this movie a 6 because its not awful but im going to give it a 1 just because the current rate 92 is totally overrated
negative,this movie was ok but it wasnt anywhere near as good as people claimed heath ledgers performance as the joker was great but his dialog for the most part was not all that interesting i was having fun with him at first especially when he told the story about how he got his scars the first time anyway but when he told that story the second time i was not impressed once was more then enough when it all comes down to it this movie was simply ok but because the death of heath ledger was such a shocker to the hollywood community this film got way more credit than it deserved and thats all there is too it
negative,spoilers this has to be one of the most boring movies in existencewith the exception of superman to me star wars has always been about the action scenes but theres barely any of them going on in this film the sappy romance subplot between han and leia falls flat on its face being too predictable the only good thing was vaders revelation that he was his father to luke and that wasnt even confirmed until the next filmi think i read something about that at one point it originally turned out vader was messing with lukes head all in all a weak film in the middle of the series bottom line the worst star wars movie yes i am including menace 
negative,i love the lord of the rings all 3 included i love the epic extremely long nature 3 hrs+ each that really allows the viewer to become immersed in the world that being said as much as a movie like braveheart is extremely under rated for its amazing acting directing etc lord of the rings is conversely overrated exhibiting in many instances very poor acting gimli anyone a weak translation of the book the books blow the movie away and truly subpar directing regardless of what the academy or any one of you fools may think lotr could have been a truly epic masterpiece if directed and acted accordingly however it still remains a very entertaining movie even with all of its flaws albeit in ten years it may unfortunately only be remembered as the most overrated movie in history 45 all time are you kidding me that is absolutely rediculous which is really a shame for such an ambitious fun to watch movie
negative,i had such high hopes when i first heard that a tolkien fan was going to write and direct a live action+cgi version of lord of the rings only to have them cruelly dashed fotr was a bit rough but i said to myself itll only get better boy was i wrong i suppose the main problem is twofold first jackson is way too young inexperienced to have taken on this project he certain has ability but he has a lot to learn about filmmaking before even thinking about tackling such an ambitious project second for alleged lovers of the source material jackson and company took way too many liberties with the story changing them in pointless and even foolish ways perhaps this was inexperience maybe it was just laziness or a lack of understanding of the source material goodness knows that lotr is far from perfect as an example of storytelling but there is a great tale buried in tolkiens massive tome too bad that jackson and his crew were absolutely unable to bring it to the screen by the trotk jacksons exhaustion is practically oozing from the screen and hes lost sight of many key elements of the story 
negative,i just got home and i must say that i am not as satisfied as i thought i would be the film is very good but in my opinion is far way to be considered the best of the trilogy both previous movies were more intense than this one the battle scenes are awesome but the rest is very slow and quite difficult to stand for three and a half hour the ending is boring and that scene where legolas beats a mummakill cmon what does an army stands for if a single elf can handle such beast a third part of a trilogy which is in the 3rd place 
negative,it seems to me that much of the stylistic elements of the movie were taken from the 1955 film kiss me deadly kiss me deadly was full of quirky characters and had a mysterious chest which contained a glowing object the main difference in style was that the humor in kiss me deadly is much more subtle while pulp fiction is trying real hard to get a laugh or a reaction because of that i feel that kiss me deadly is the far superior of the two
negative,i really enjoyed this movie well about 45 minutes of it unless you are a die hard fanatic for the lotr books and maybe even then youll want to watch this with one finger on the fast forward button some scenes were excellent but not enough when diluted by so much filler the special effects may have been masterful but they didnt make it a great movie the movie simply takes itself far too seriously how else could the director possibly justify being almost 35 hours long similarly to voters here this is rated as #3 in the top 250 of all time that is so astoundingly overrated that i cannot understand it this with 65000+ votes it probably belongs in the top 1000 perhaps about #800 [how has the studio managed to create 45k+ imdb accounts to skew the voting] the basic flaw of the entire trilogy is that its based on a long winded violently racists set of books starting from that you end up with well you know truthfully this is a 7 10 but it could have been a 75 if theyd actually done some editing down to ~15 hours
negative,this isnt actually a review of this movie but a review of the top 100 movies list here obviously if the majority of users on imdb rate lord of the rings the return of the king as the 4th best movie ever there either arent many users over 14 or the majority of users know very little about good film making im sure i could easily come up with 100 movies that are better than all 3 lord of the rings movies thats really all i wanted to say is that by rating lotr as one of the best movies ever youre proving to the world how useless this site is for knowledgeable critical movie reviews how can one take the ratings on this site seriously after having realized that lotr is the #4 best movie ever according to imdb users
negative,this movie has to be the most overrated movie of all time i dont understand why everyone raves about this movie its boring the acting is shallow and weak the whole premise is annoying and i had to fight off sleep 3 times to finish this movie this movie has two layers boring barely audible speech and explosions i didnt think it to be possible but even the explosions were boring where does the fascination for this movie come from marlon brando may have been a good early actor but this ill make him an offer he cant refuse old man voice is so irritating i almost threw the dvd out the window however the movie ended up numbing all my extremities so that it was impossible to move as i had no choice but to sit on in horror im sorry i ever wasted my time on this piece of garbage with a weak premise ludicrous character designs and a plot that could cure insomnia godfather sleeps with the fishes with a 1 out of 10 
negative,i hated it the movie was so long and it was hard to follow the sequels were ok i feel that this movie was over rated way too much so it had a good year in the seventies but come on how can this boring movie stand for 3 decades i just dont understand how that is possible marlon brando has had much better roles in on the waterfront a streetcar named desire and don juan marco just to name a few pacino wasnt even that good i much preferred him in carlitos way and donnie bras co and who could forget scarface pacino is getting typecast i think the only reason he did simone was to get away from the typecasting as a mobster or criminal i have to say i cant blame him pacino is also getting typecast as a cop i mean insomnia come on
negative, pulp fiction is one of the films they animated the students for the school mass acer in usa and all the other countries making a joke and kill men just in time that is modern massacer what a joke only not for the victims awful and so called in german brechmittel that is the real classification who want to see such a stupid story american people who vote with an average of 82 i cant understand are there so many cinema fans with boodles of beer in there hands or lines with cocaine and problems in there brains i dont know and i wonder me that there are ten lines necessary to vote for an awful film oh i see there must be ten lines and one line i have to write and with this line i reech it 
negative,actually i was hoping for a grand finale since the first installment was a glorious epic tale and the second was a piece of rubbish i was thinking that this moive would at least save the triologys face all starts good with a nice version of the becoming of gollum but to my dissapointment once again the story is told with the use of too much action scenes and some bland conversations and a gruesome amount of corny one liners the feel of an epic dissappears the moment the first flashback comes and the undeniably bad actress liv taylor makes an appearance yuck adn whats the deal with eowen she was alright in the two towers but now she suddenly becomes this girl power icon im not a man she says and slays a nazgul so what you say well its not the fact that she isnt a man that kills the witchmaster but the fact that its a elven blade that strikes him and if i recall it correctly its merry who deals that strike if the movie only would of stayed true to the book why doesnt it this was a once in an eternity opportunity and that dork peter jackson blew it as a movie fan im appaled and as a tolkien fan im angry rape 
negative,this movie will change you as some have commented it will bring you to a disgusting low definitely skip it or youll be sorry you didnt its a sickening wretchingly vile voyueristic wannabe false glorification skip it in fact be happy to skip it sometimes i think we have a big pile of juvenile retards on imdb that only hope to vote for any movie along the lines of its inherent jerry springer qualities and the judgement comes as a message about how low and worthless it can get this movie is not entertaining it is not nice it is not realistic it is racist degrading and stupid dont waste your money your time or your life
